product_name,review,review_date,score,user
"Sony a7 III Full-Frame Mirrorless Interchangeable-Lens Camera Optical with 3-Inch LCD, Black (ILCE7M3/B)","I have only had it for 6 days and, as a lifelong Canon shooter, am still on the learning curve, but so far, I love what this camera can do. Perhaps the biggest surprise so far, is that my Canon glass with the MC11 adapter performs better with the Sony. Case in point is my Canon 70-200 F2.8. On my 7D, this lens only got sharp at around f4.5 in spite of tweaking the focus. With the Sony, the darn thing is now sharp at f2.8 - that's huge for me as I was getting ready to sell this lens and upgrade to the Tamron when they offer their native Sony glass.,Aside from lens performance, high ISO shots are simply amazing - even at 12,800, they are better than 1600 on my 7D - changes everything for me based on what and how I shoot. Though getting used to controls and functions will take a while, I love the customization that is possible and have already tweaked it with the controls I think I will need. Tons of videos out there on how to set it up - take the time to watch a few and it will save you tons of time. Also, don't forget to set up a control button to turn on the APS-C crop, instantly provides 50% more reach at the expense of about 30% reduction in resolution but it beats post processing cropping.,After 8 days in Sedona and the Grand Canyon, I am even more impressed. I exposed almost every shot for the highlights trusting I would be able to bring out the shadows with no noise, I was not disappointed. I have attached an example where the shadows looked black in the viewfinder.","April 23, 2018",5.0 out of 5 stars,DVAB
Fujifilm X-T3 Mirrorless Digital Camera (Body Only) - Silver,"I'm a professional commercial photographer, and when I initially bought into the Fuji system it was for personal use. I wanted a compact mirrorless system that I could take with me and not feel like I was working. Over the years as the cameras improved they started becoming my working cameras simply because I enjoy working with them. I now use my Fujis for most event work because I could easily carry 2 cameras and get the same image quality of my full-frame Nikons for this type of work without all of the heavy gear. With the X-T3, Fuji has addressed a shortcoming of the previous versions of the X-T line in that it now has a full axis digital level. I'm showing a house I shot yesterday with the 10-24mm on a brand new X-T3 (Shot in jpg since RAW functionality isn't available in Adobe Camera RAW as of this writing). The new digital level functionality allows me to quickly shoot something like this handheld. As a bonus, it started raining while shooting this and I didn't have to sweat it since the body is weather sealed. Otherwise, if you're an X-T2 or X-H1 shooter, the new features aren't going to dramatically improve the image quality over those models. If you're coming from an X-T1 or similar generation of Fuji cameras (X-E1/2, X-Pro1, etc), or if you shoot video, then this camera will be a very worthwhile upgrade.","September 24, 2018",5.0 out of 5 stars,Joseph Nienstedt
Fujifilm X-T3 Mirrorless Digital Camera (Body Only) - Silver,"Two years ago I switched from Canon to Fuji and haven’t looked back. Even after a brief fling with the Sony a7RIII when it came out last year, I discovered I still preferred shooting with Fuji.  So when the Fuji X-T3 was announced earlier this year, I knew I had to get it.,Now that I’ve had the chance to shoot both stills and videos with the Fuji X-T3, I feel like I can give it a proper review.,This review will be a little different than other ones out there. Rather than a nerdy, super deep-dive into the technical specifications of the camera, instead I’m going to seek to answer one question -- a question I’ve gotten DMed quite a lot on Instagram:,Is the X-T3 worth the upgrade?,Hopefully this review helps you with your decision.,Improvements over the Fuji X-T2,I was perfectly happy with my Fuji X-T2, but of course, my friend Wayne had to ruin my contentment by reminding me that the grass is greener on the other side.,He messaged me on Facebook one day and seduced me with words like “back-illuminated X-Trans CMOS IV sensor” and “quad-core X Processor 4.”,I didn’t even know what the hell those things meant, but I knew I had to have them.,As it turns out, the new sensor and processor are responsible for most of the camera’s improvements. Here are some of the key features that convinced me to upgrade to the X-T3:,•More megapixels,•Better low-light performance,•Faster autofocus,•Drastically improved eye-autofocus,•Smarter battery grip function,•Fantastic video quality,Let’s dig into these improvements and how they’ve impacted my real-world shooting.,*More Megapixels*,The Fuji X-T3 offers 26 megapixels compared to the X-T2’s 24. For me, it’s practically impossible to tell the difference at a normal crop, but those extra megapixels come in handy if you ever need to heavily crop in post.,*Better Low-light Performance*,So what exactly does a back-illuminated sensor mean for your pictures?,Simply put, it lets the camera gather more light which improves noise performance. While the Fuji X-T2 had a base ISO of 200, the Fuji X-T3’s base ISO is 160. Not a drastic change, but an improvement nonetheless.,*Faster Autofocus*,Some of the lenses that Fuji makes aren’t the snappiest with autofocus. (I’m looking at you, 56mm and 23mm f/1.4!),But put those lenses on the X-T3 and the difference is quite noticeable. Overall, I’ve noticed less hunting and sluggishness when shooting with those lenses, especially wide open.,Even better, focus accuracy has improved even when my subject is backlit -- a hugely welcome improvement.,*Drastically Improved Eye-AF*,Perhaps one of the most impressive improvements of the Fuji X-T3 is the eye-autofocus.,Admittedly, this very feature is why I flirted with the Sony a7RIII last year. While the Fuji X-T2 had almost everything I wanted, its eye-AF wasn’t impressive at all. Sony was the first to offer fast and accurate eye-autofocus.,You might be wondering: What’s so special about eye-autofocus?,This feature comes especially in handy when shooting moving subjects. As a portrait and fashion photographer, I’m always asking my subjects to go through a range of motions while I attempt to capture the perfect frame.,Before the X-T3, attempting to keep your subject’s eyes in focus as they move can be difficult. In single-shot mode (AF-S), you have to constantly move the joystick to place the focus point where you want it. In continuous mode (AF-C), sometimes the subject’s eyes wouldn’t be tack sharp.,But the Fuji X-T3’s eye-AF is game-changing. My keeper rate when shooting in this mode is significantly higher. In my opinion, the Fuji X-T3’s eye AF is every bit as good as the Sony a7RIII’s.,*Smarter Battery Grip Function*,I have very little qualms about the Fuji X-T2, but the battery grip for it was a major point of frustration.,When using the battery grip, there were countless times that the camera would shut off when recording videos.,I discovered this is because the battery grip doesn’t automatically “hot swap” batteries when shooting video. So if one of the batteries in the grip dies halfway through a video, that’s the end of your video. This limitation makes the X-T2’s grip completely useless for video purposes.,The Fuji X-T3 grip resolves this issue by automatically switching to the fresh battery, preventing any abrupt cutoffs.,Note: The X-T3 does not require the grip to take advantage of faster shooting speeds like the X-T2 did. The grip only serves to give you more shooting time.,*Fantastic Video Quality*,As if the X-T3 wasn’t already impressive enough, Fuji decided to make it a competitive video camera as well.,Before you scoff and say to yourself, “This section doesn’t apply to me, I’m not a videographer,” hear me out.,Video content is more important than ever. Social media platforms are prioritizing video content over stills and text. I’ve even noticed that more of my client inquiries lately have asked about video. So even if you haven’t incorporated video into your work, it’s something well worth considering.,Along with the ability to shoot 120fps slow-mo at 1080p and 60fps at 4k, the X-T3 also offers the ability to shoot F-log internally, meaning you’re no longer required to connect your camera to an external recorder if you want to shoot flat footage to color grade later.,Of course, if you don’t want to bother with color grading, you can instead choose to any of the built-in film simulations to your videos, including the new Eterna profile which offers beautiful cinematic tones.,So is the X-T3 worth the upgrade?,Absolutely yes.,If you’re coming from the Fuji X-T2, you’ll notice a difference in both performance and quality.,If you’re coming from any X-series camera before the X-T2, you’ll notice a HUGE difference in performance and quality.,Perhaps the better question to ask is “Who might NOT want to upgrade to the X-T3?”,If you shoot still subjects and are not at all interested in video, you probably won’t benefit much from upgrading to the Fuji X-T3.,But even then, at a price point of $1,499 (which is $100 lower than the Fuji X-T2 when it was first released), the X-T3 is an outstanding value no matter what you shoot.,Thanks for reading, and happy shooting!,Kevin Titus Photo,@kevintitusphoto on IG","November 6, 2018",5.0 out of 5 stars,Kevin Kleitches
"Sony a7 III Full-Frame Mirrorless Interchangeable-Lens Camera Optical with 3-Inch LCD, Black (ILCE7M3/B)","Best camera on the market right now. Ive been shooting sony since the 1st gen a7 series, going from an a7<a7s<a7ii<a7rii & now the a7iii. Between the first 2 generations there were limitations that i felt yearning for such as longer battery life, dual card slots & better autofocusing in challenging light etc. The a7rii did so much for me & was way ahead of its time but those departments i mentioned were still lacking & i had hopes of them being filled when gen 3 would be released. When the a9 and a7riii released i was excited to know that they implemented those changes but my pockets weren't deep enough to budget for either of those 2. I stayed more focus on the rumors & hopes of an a7iii announcement not nearly expecting as much as what was to come. Sony hit it out of the park and released a camera that blows all the competition away, somewhat cannibalizing their higher end sales, this camera fills in every space i ever wanted in a camera.  Granted theres some things that could be done differently, such as better touch implementation & making both sd slots UHS-2, however those may be wants for others but i have no gripe with either of them. For the large majority of people this camera can do it all at a much more (still high) affordable price point. Unless you have the need for 42mp or 20fps than this is the sony camera to get. It has placed my a7rii as my backup camera & am using the a7iii even over it for landscapes and portraits because the color rendition & joy to use has been improved. I can ramble on all day about all the tech features etc, but if you are looking at this camera & on the fence about it, you will not be disappointed.,Pros:,-amazing autofocus that covers almost entire frame,-large battery,-improved color over previous gen,-amazing lowlight performance, better than a9 & a7riii, about as good or better than a7sii in certain modes,-improved ergonomics,-improved menu,-touchscreen focusing,Cons:,-touchscreen limitations, can only be used for focusing,-only one uhs-2 slot,I have attached some images i have recently taken with the camera as well.","April 26, 2018",5.0 out of 5 stars,Zachariah Morales
Fujifilm X-T3 Mirrorless Digital Camera (Body Only) - Silver,"Firstly some background: I've been a big fan of Fujifilm gear for decades. Have owned (and still own) several of their X-series of cameras. I do a lot of indoor family/pets photography and travel photography.,Secondly, there are so many great and comprehensive reviews about the X-T3, that it feels futile to try to do the same. So, instead, I'm going to give you my impressions after nearly a month since purchase.,Things I really like about this camera:, * Articulating touch screen, * Electronic viewfinder, * Autofocus speed, * Autofocus settings, * Customizability, * Ruggedness, * Weather sealing, * Quality of nobs and buttons, * Image sharpness,Things that need work:, * Menu settings are still super unintuitive, * App sync and connection,Things that I'm disappointed about:, * Noise. I could rant about this for days. In essence, it performs horribly at ISOs above 400 (yes, even at something mild like 640 it begins to show some chroma noise). I have compared it with same lens, same subject, same light, same ISO, same aperture and shutter speed using an old X-E2, which is about 5 years old, and in most situations the E2 simply produced a much noise-cleaner picture. I know, the fans will surely cry 'don't pixel peep, just enjoy the camera' but that argument simply doesn't hold any water. You see, unlike other aspects of picture quality noise is pernicious and pervasive. If affects *everything* and there is no amount of Lightroom you can throw at it, if the noise it gets out of the raw file is high. I can hear fans also saying 'you probably got a bad copy' funny you should say that, because after a colleague got his, we swamped bodies and saw the same thing. Simply put, for a camera which was built in 2018 and costs $1500 it exhibits an unacceptable amount of noise., * Front side button placement: I don't care how delicate your fingers are and how dexterous your are. You *will* unintentionally press one of the three buttons/nobs Fuji placed in the front of the camera. I had to remove any functionality that was attached to them. It can literally stop you on your tracks while shooting something important. If you do get this camera, first thing you should do is re-program the front facing buttons to do nothing.","December 21, 2018",3.0 out of 5 stars,Relentless
Fujifilm X-T3 Mirrorless Digital Camera (Body Only) - Silver,"I decided to commit to one ecosystem, and I dropped Sony. Yes, I dropped the FF A7III for a crop sensor. Right now I firmly believe that crop is the best blend of size (especially lens sizes), quality and price.,With the new processor all the battery grip does is give you extended battery life, there is no performance boost. With that said, I kinda wished Fuji changed the camera grip and gave us a larger battery. But since I have a bunch of batteries, i guess it doesn't bother me.,The features of this camera is amazing, it takes the best of the Sony A9 with blackout free shooting at 30fps, Eye AF that's close to Sony's science, pro mode of the Olympus E-M1 where it captures when you half press the shutter and dumps the buffer as you go so you can get the shot you want which is great for sports/action, weather sealing is even better... Plus I love the dials, if that's not your thing, you can assign those to the dials and custom buttons on the body too.,Unless Fuji changes for the worse, they won a permanent fan and I don't care that it's a crop sensor!","September 26, 2018",5.0 out of 5 stars,Vinh
Fujifilm X-T3 Mirrorless Digital Camera (Body Only) - Silver,"Being an owner of multi generations of Fuji Cameras... including the latest models, the X-T3 moves the bar to a new high level. The image quality is equal or better than the Fuji X H-1; the perfomance in lower light situations is very good; the value is stellar.  Couple all this with the consitent build quality and Fuji's commitment to keeping their products fresh through regular firware updates and you have a winner.  This time it is the X-T3. IQ with Fuji's quality lenses, yield some of the best images I have seen since starting my move from 30 years with Nikon.","October 4, 2018",5.0 out of 5 stars,Dr Nash
"Sony a7 III Full-Frame Mirrorless Interchangeable-Lens Camera Optical with 3-Inch LCD, Black (ILCE7M3/B)","Before getting into the details, I'll just get the summary out of the way: This camera is fantastic. It is replacing my aging Canon 5D Mark III, and it does that job well. The biggest benefit for me is the in-body stabilization (SteadyShot), which works perfectly for legacy and other non-stabilized lenses. Sony calls this a ""basic"" model, but it is far beyond what I would consider to be basic.,Now, on to some of the negatives:,The menu system is an improvement, in much the same way that a coyote attack is an improvement over a grizzly bear attack. It takes a while to slog through the menus and set the function and custom settings to make sure you never have to open the menu again.,One thing I love about Fuji cameras is the plentiful dials and knobs set to one—and only one—setting. The a7III has two dials that change according to the mode. Living between Aperture and Manual, the switches take some getting used to. This issue is not unique to the a7III, just something I wish was addressed.,Since I am primarily a Canon shooter, and Sony lenses are about as affordable as a kidney on the black market, I adapted my Canon lenses to the a7III. While non-stabilized lenses uses SteadyShot by default, my stabilized Canon L lenses prevent me from using SteadyShot, even when optical stabilization on the lens is turned off. While I understand that I'm complaining about a minor use case related to Canon lenses on a Sony camera, I shoot often in dark environements and cannot always bring a tripod.,Try as I may, I cannot think of any other reasons not to buy this camera without getting into detailed technical specs. The biggest issue I've had with Sony cameras up to this point was the star eater debacle, which does not seem to be impacting the a7III. If you've got $2k buried in the couch cushions and need an entry level professional camera, you can't go wrong with the a7III.","April 26, 2018",5.0 out of 5 stars,Kirill Makarenko
"Sony a7 III Full-Frame Mirrorless Interchangeable-Lens Camera Optical with 3-Inch LCD, Black (ILCE7M3/B)","As a former Canon user, I have no regrets moving to the Sony A7iii.  None!  This camera is the best in its price range, bar none.  It has nearly perfect autofocus, doesn't hunt in lowlight, and I have no issues with the color science (unlike some complaints in the photography community).,The bottom line is, if you are a photographer and workflow is essential to you, this camera is going to speed. it. up.  I spend less time in post color-correcting images, I have many more keeps because it nails the autofocus (unlike Canon where even if it should have focused correctly, it didn't), and it is ergonomically pleasing if you have small-to-medium size hands.,Cons:,-It doesn't come with a dedicated battery charger.  Sony, this is stupid! You'll have to buy one.  They are cheap.,-It is much harder to find equipment for it at the last minute.  If you need something, you need to know well before you need to use it.  Like flash, for example.  Don't expect to walk into your neighborhood camera store (yes, I still have one of those) and just grab accessories made for Sony.  Most likely you'll be relegated to buying them online, or asking the shop to order them for you (unless you live in NYC).,-If you use the adapter mounts, expect less stellar results, but still good results.  Native lenses are better from my personal experience.,I don't miss my Canon 5D4 at all.","September 1, 2018",5.0 out of 5 stars,Jennifer
Fujifilm X-T3 Mirrorless Digital Camera (Body Only) - Silver,I coming from someone that had a D3400 so really any upgrade is going to be of significance for me. That being said I just love to travel and taking pics as a hobby. My first choice was going to be the Sony A7iii but since that was on back order at the time and wanted something better for my last trip I went with the XT3 and ended up loving it. I don't make any prints and really just post to social media so this camera is more than enough by any means for someone like myself.. in addition the video is awesome as well. I've attached a couple pics from my UP trip in Michigan and will be snowboarding in California and Austria in the coming months so may have some more to add. These images were jpeg as well by me a rookie photographer.,"October 27, 2018",5.0 out of 5 stars,Garrett
Fujifilm X-T3 Mirrorless Digital Camera (Body Only) - Silver,I received the camera yesterday and will return it today: there is a large speck of dust on the sensor (visible with the naked eye and on any picture taken with an aperture narrower than f8) and further tests showed other spots on the sensor; the camera has also obviously been used before: packing inserts and protective plastics are not in mint conditions and the picture counter is already at 2405.,"November 15, 2018",1.0 out of 5 stars,FRANCOIS COURT
"Sony a7 III Full-Frame Mirrorless Interchangeable-Lens Camera Optical with 3-Inch LCD, Black (ILCE7M3/B)","Switching from canon 6D.... im not sure if its the glass, or the camera but i am blown away. The detail, the dead on focus, face detection, eye AF, 4k video, slow mo... I can see myself with incredible clarity in the reflection in my sons eyes is nuts. For reference i was shooting with mostly sigma Art lenses on my 6D, (quality glass) and offloaded it all to purchase via CL native sony glass and its so much better, sony 85 1.8 and sony 55 1.8 and the new tamron 28-75.,It honestly makes me want to get out there and shoot more and become a better photographer. Sony is blowing canon/nikon out of the water with options and tech built into the camera and will give you better results and makes you want to shoot. If you can afford it snag it...","June 3, 2018",5.0 out of 5 stars,Eric
"Sony a7 III Full-Frame Mirrorless Interchangeable-Lens Camera Optical with 3-Inch LCD, Black (ILCE7M3/B)","Love the a7iii! I use it together with my Xt2... IMO the focus and low light performance is way better than XT2. Definitely will be using the a7iii at night!  IQ is also amazing on the a7III but, I don't think I would say its way better than the Fuji.  Battery life is insane on this camera. One battery is all I need 99% of the time on the a7iii. On the XT2 I will normally use 2-3 batteries when I go shooting. The film simulations and the 56 1.2 on the fuji (Haha fuji shooters will know) are pluses on the fuji.  The fuji is also a smaller camera but the a7iii has a better feel when holding it.,The a7iii is definitely overall a better camera, but I am comfortable with the way I shoot with the XT2(I know the camera in and out. I know its strengths and weaknesses. I  know how to work around them) I plan on using both cameras. The XT2 paired with the 23 1.4, 35 1.4, and 56 1.2 for portraits/street photography and The Sony with 16 - 35 GM and 70-200GM for everything else :)","May 28, 2018",5.0 out of 5 stars,Daniel Jozwik
"Sony a7 III Full-Frame Mirrorless Interchangeable-Lens Camera Optical with 3-Inch LCD, Black (ILCE7M3/B)","I was looking to upgrade to the Full Frame family, but didn’t know if I wanted to stick with Canon or to move into the Mirrorless side with Sony. At the time I was looking, all the hype came out about the new Sony A7iii that I just had to research into it more. I read multiple reviews between the A7R and this one, but due to my love for low light photography and shooting at night I leaned more towards the A7iii. Remember, I am moved from the crop sensor to a full frame- the price made it an easy choice to go with Sony compared to Canon, but note that when you start to buy lenses it will get pricey until 3rd party co. catch up to their comparable lens. I’m just a novice loving the exploration, and having a Mirrorless camera to see the shot before I take it definitely helps.  The picture I included has little editing done on Adobe Lightroom, and this was taken after the sun just set with dark skies.  (Long Exposure). I would definitely recommend the Sony 24-105mm G OSS Lens as an all purpose if you invest in just one for now.  Hope this helps!","July 27, 2018",5.0 out of 5 stars,Terrence
"Sony a7 III Full-Frame Mirrorless Interchangeable-Lens Camera Optical with 3-Inch LCD, Black (ILCE7M3/B)","Truly impressive.  Everyone knows the stats.  The color science has been slightly improved, but I would still put Sony slightly behind Canon and Fuji. Ergos are ok, menu system isn’t THAT bad, but isn’t good either.,Bottom line is nobody else is delivering this kind of value at this price point.,Everyone else is playing catch up in the full frame mirrorless market, and probably will be for quiet some time.","June 3, 2018",5.0 out of 5 stars,Pablo S.
"Sony a7 III Full-Frame Mirrorless Interchangeable-Lens Camera Optical with 3-Inch LCD, Black (ILCE7M3/B)",I did extensive research into this purchase and have been very satisfied with my choice. I was unable to hand hold almost any shot because of my hands shaking. I am able to do hand held shots again! I have been able to get decent shots hand holding down to 1/8 of a second.  I had all Canon gear and when I decided to make the change to mirrorless I knew it would be expensive.  I chose to get the Sony 24-105 F4 G lens to go with the body and use it almost exclusively. I also purchased the Metabones V adapter and have had no trouble using my Canon lenses with the Sony body. I think I even get better results from the Canon lenses than I did on my Canon camera. I will admit that the menus are daunting and there is a big learning curve but I am slowly working my way through the process.  I haven't tried any video yet so I can't speak to that.,"November 28, 2018",5.0 out of 5 stars,Lightstalker2011
"Sony a7 III Full-Frame Mirrorless Interchangeable-Lens Camera Optical with 3-Inch LCD, Black (ILCE7M3/B)","This camera is a seismic shift for stills shooters that want to go mirrorless. An affordable full-frame stills camera that can mount basically any lens on the marketplace, take incredible raw shots that are usable well past ISO 6400. And an incredible 4K video camera. The a7 III is a game changer, and I'm excited to see Sony continuing to disrupt the camera market and kick Canon and Nikon in their complacent keisters.,The previous a7 series cameras had a lousy battery that would die in just a few hours. a9, a7r III and a7 III have fixed that with a new battery design that can make it through the day. Honestly, at $2000, you need to be a VERY successful professional photographer to need any more camera than this.","July 26, 2018",5.0 out of 5 stars,M. M. Rizzo
Waterproof Camera Underwater Camera Full HD 2.7K 48 MP Video Recorder Selfie Dual Screens 16X Digital Zoom Waterproof Digital Camera for Snorkeling,"amazing camera. took this with me to the Dominican. Easy to use lovely quality images both above and below the water. Used it while snorkeling reefs during my 2 week visit, not one fault!!! The water for most was quite choppy but when the water was clear and calm it produced some amazing images!!! Would recommend this camera.","December 7, 2018",5.0 out of 5 stars,Kayla Arnold
Waterproof Camera Underwater Camera Full HD 2.7K 48 MP Video Recorder Selfie Dual Screens 16X Digital Zoom Waterproof Digital Camera for Snorkeling,"""We bought this for my daughter for her birthday. She loves it, plus because its rugged it means she can be a bit rough with it without me having to worry.,The picture quality seems great and even our 8 year old has taken some cracking pictures with this camera.""","February 14, 2019",5.0 out of 5 stars,Joel
Waterproof Camera Underwater Camera Full HD 2.7K 48 MP Video Recorder Selfie Dual Screens 16X Digital Zoom Waterproof Digital Camera for Snorkeling,"Although I do love my expensive DSLR Camera it isn't beach or water friendly and it isn't something I would want to carry around with me for long periods due to the weight so I researched and found Waterproof camera would suit my needs. The result is good, good pictures, good quality","December 10, 2018",5.0 out of 5 stars,MaNicka Fitzgerald
Waterproof Camera Underwater Camera Full HD 2.7K 48 MP Video Recorder Selfie Dual Screens 16X Digital Zoom Waterproof Digital Camera for Snorkeling,"This camera is perfect for my requirements. I have set it well and everything works as it should do.It is simple to set up and simple to use. I bought a memory card from a local shop, and I can download my pictures to the computer using the USB lead from the camera. The photos printed out very well. Good for a trip.","February 14, 2019",5.0 out of 5 stars,urran
Waterproof Camera Underwater Camera Full HD 2.7K 48 MP Video Recorder Selfie Dual Screens 16X Digital Zoom Waterproof Digital Camera for Snorkeling,SO good for me. Bought this little camera to carry around easily when out and about. So small - it fit's into my handbag. Easy to use and it takes quite reasonable pictures too. Have got more use out of this than my bigger more expensive camera that's a pain to carry around. Perfect for a novice like me. The waterproof is also very useful Great value for money.,"February 14, 2019",5.0 out of 5 stars,Gule
Waterproof Camera Underwater Camera Full HD 2.7K 48 MP Video Recorder Selfie Dual Screens 16X Digital Zoom Waterproof Digital Camera for Snorkeling,"It is easy to use,small and lightweight, for someone who never used one before I love this one! It is a great deal, you get absolutely everything you could possibly need in this package, and I mean everything! We are so pleased with this purchase, it has been put to good use over the holidays and we want to capture many more memories on it, both videos and still pictures! Great waterproof camera!","February 14, 2019",5.0 out of 5 stars,Sara
Waterproof Camera Underwater Camera Full HD 2.7K 48 MP Video Recorder Selfie Dual Screens 16X Digital Zoom Waterproof Digital Camera for Snorkeling,"""This camera was purchased for me to undertake turbine inspections globally.,I also use it on holidays.,It is far superior to any other cameras out there of a similar price. It handles low light and shade situations very well.,It is very rugged, I have dropped it several times to no damage.,It is water proof, I have used it in driving rain, both on site and on my motorcycle at 150mph on the autobann, in heavy rain. No problems.""","February 14, 2019",5.0 out of 5 stars,Ross
Waterproof Camera Underwater Camera Full HD 2.7K 48 MP Video Recorder Selfie Dual Screens 16X Digital Zoom Waterproof Digital Camera for Snorkeling,"Be sure and get a mini SD card with it though. If it can survive me then it's pretty tough. The charge is about 2 1/2 to 3 hours with it on nearly constantly so take a charging cord or do like I do and take a backup charger with you. Nice little camera, great quality!","February 14, 2019",5.0 out of 5 stars,Billy
Waterproof Camera Underwater Camera Full HD 2.7K 48 MP Video Recorder Selfie Dual Screens 16X Digital Zoom Waterproof Digital Camera for Snorkeling,Bought this for my daughter as she was going to the water park. The camera feels very well made with quality buttons. The shots came out really well and they had a lot of fun playing with it. No water got into the unit even after a whole days use. Great pics quality!,"December 7, 2018",5.0 out of 5 stars,Paela chunema
Waterproof Camera Underwater Camera Full HD 2.7K 48 MP Video Recorder Selfie Dual Screens 16X Digital Zoom Waterproof Digital Camera for Snorkeling,"Bought this camera for a up coming trip to Florida, so far it has worked really well for doing things around the house. Take a lot of great pictures. Love it!,Well worth the money spent. I feel like I might buy a 2nd one soon.","February 14, 2019",5.0 out of 5 stars,William
"Canon PowerShot SX420 IS Digital Camera (Black) with 20MP, 42x Optical Zoom, 720p HD Video & Built-In Wi-Fi + 64GB Card + Reader + Grip + Spare Battery and Charger + Tripod + Complete Accessory Bundle","I was surprised and thrilled when I opened the Amazon box. Although I knew it was a ""bundle,"" I didn't expect the products I discovered. Honestly, I thought most of them would be throw-aways, cheap, and not worth my time. But the bundle was only $4 more than the camera alone, so - what the heck?,First - the camera. It is exactly what I was looking for. Great optical zoom, 20 mp resolution, which allows plenty of image to play around with software-wise. Light, easy to handle, intuitive. I could go on, but suffice it to say that, for a point and shoot camera, this Canon takes awesome pictures. My first outing with it was a trip to Great Smoky Mountains National Park. My pictures could be hung in a gallery, they are SO good.,Second - the bundle. The case alone was impressive. It is one that I would have picked for myself. In addition to being roomy enough for all my stuff - camera, tripod (mini), charger, cleaning cloth, extra battery, it is well-built and looks as if it will stand up to years of use. The tripod is exactly the same one I had on my Amazon wish list - but I got lucky. It was included in the bundle. Cleaning supplies - check; excellent quality charger (with car adapter!), extra battery, extra 64 gb memory card, and some other things I don't recall right off hand.,I'm still astounded that all of these goodies were included in a bundle that cost me less than $5 more than the camera alone. Thanks, The Imaging World. You done good!!","September 25, 2016",5.0 out of 5 stars,Wolf Creek Woman
"Canon PowerShot SX420 IS Digital Camera (Black) with 20MP, 42x Optical Zoom, 720p HD Video & Built-In Wi-Fi + 64GB Card + Reader + Grip + Spare Battery and Charger + Tripod + Complete Accessory Bundle","I loved how easy it was to figure out how to use, but how high quality the photos are! Im still getting used to it, but the photo quality can only go up from here!, If you want to change the setting to one you can manually change the lighting with, press ""function set"" when you are in photo taking mode and it'll let you do a bunch different stuff., I couldn't be happier! This is my first good camera (aka not a little pocket digital) but I've been studying about them and wanting one for years! It's perfect.","January 21, 2018",5.0 out of 5 stars,Amazon Customer
"Canon PowerShot SX420 IS Digital Camera (Black) with 20MP, 42x Optical Zoom, 720p HD Video & Built-In Wi-Fi + 64GB Card + Reader + Grip + Spare Battery and Charger + Tripod + Complete Accessory Bundle","I bought my first digital camera 16 years ago for a trip we were going to in Europe. 3 megapixel with a 3x optical zoom. Worked fine for me and was satisfied. It finally gave out and I purchased this package deal. Very impressed with the quality of pictures it takes. I'm a graphic artist so I can adjust the image to meet my needs. All the extras in the package where more than I could have hoped for. Two 64GB memory cards, Two batteries with two chargers and a card reader I can plug into my Mac USB port. I don't need extra lenses and having to relearn how to use an SLR Camera again, this camera has all I need and more. Plenty of features to learn if need be, taking great photographs suits me fine now. Totally would would invest in this purchase again.","September 30, 2017",5.0 out of 5 stars,Richard S
"Canon PowerShot SX420 IS Digital Camera (Black) with 20MP, 42x Optical Zoom, 720p HD Video & Built-In Wi-Fi + 64GB Card + Reader + Grip + Spare Battery and Charger + Tripod + Complete Accessory Bundle","So far this camera has exceeded my expectations. I wanted a lightweight, small camera with zoom to photograph wildlife, particularly birds. I also like to go birding at dawn and dusk. This camera captures that light beautifully while retaining sharp detail.","October 29, 2017",5.0 out of 5 stars,Kaysi12
"Canon PowerShot SX420 IS Digital Camera (Black) with 20MP, 42x Optical Zoom, 720p HD Video & Built-In Wi-Fi + 64GB Card + Reader + Grip + Spare Battery and Charger + Tripod + Complete Accessory Bundle","Pros- small, light weight, compact, zoom lens is better than most point and shoot cameras,  takes decent pics for a point and shoot camera, loved that it came in a color other than black.  Good for someone who doesn’t want the hassle of bringing a big camera and all the interchangeable lens when vacationing.,Cons-  The picture quality is not as good as a DSLR camera, it is not suggested for professional use.  You cannot change out the lenses.  If you want a DSLR camera than but it. I would not suggest that you buy this camera expecting it to be equal to a DSLR camera.,Overall-  I purchased this camera for traveling cause I did not want to lug a heavy camera and all its accessories when traveling.  Don’t get me wrong, I love my DSLR camera but sometimes it can be a bit bulky.  I wanted a simple camera that could zoom in and take a decent picture.  I believe this camera is priced right for a point and shoot camera.  It does the job it was intended for.","February 19, 2018",4.0 out of 5 stars,Susan
"Canon PowerShot SX420 IS Digital Camera (Black) with 20MP, 42x Optical Zoom, 720p HD Video & Built-In Wi-Fi + 64GB Card + Reader + Grip + Spare Battery and Charger + Tripod + Complete Accessory Bundle","Absolutely love this camera! It cane with everything pictured and it's a great deal. I've been playing with it and filming with this for my YouTube channel... the quality is fabulous. I just need to get a monitor and a taller tripod. Arrived on time and i chose the red one. I'm still playing with out, but love the autofocus feature, timed photos so I can have my own photo shoot and timed start for filming. This is totally worth the price!","December 16, 2017",5.0 out of 5 stars,Audra Hoffman
